review_id,governorate,service_query,place_name,rating,review_text,review_date,scraped_at
207921c37ce2ef8c,القاهرة,مكتب السجل المدني القاهرة,,4.0,سجل مدنى شامل لاستخراج جميع الشهادات الميلاد والوفاة والزواج عربى ولغات اخرى المكان بقا منظم جدا وسريع,قبل شهر,2026-06-29T22:21:31.420282+00:00
2f9e03b56b0a16bd,القاهرة,مكتب السجل المدني القاهرة,,5.0,يوجد به ورق الرقم القومى بجميع فئته العادى والمستعجل. واذا كنت مغترب لك عمل البطاقه وشهدات الميلاد,قبل 4 أشهر,2026-06-29T22:21:31.436133+00:00
0bfe62d60f35264c,القاهرة,مكتب السجل المدني القاهرة,,3.0,ياريت نعمل ارشادات توجيه بقوائم معلقه تفيد المواطنين ويتم توجيهم اولا للاوراق المطلوبه وثانيا للمكتب اللى يتوجه إليه,قبل 7 أشهر,2026-06-29T22:21:31.451853+00:00
945898eb9eb5f71f,القاهرة,مكتب السجل المدني القاهرة,,3.0,السلام عليكم ورحمة الله مبدأيًا : المكان لا يعمل بكامل خدماته من ٩ص : ٥م هذه كذبة أي خدمة في الدور الأول مثل مواليد الخارج وشهادات ميلادهم ... إلخ تعمل حتى الثالثة مساءً فقط الدور الأرضي هو الذي يعمل حتى الخامسة وهو به عدد من الخدمات مثل شهادات الميلاد والوفاة ....إلخ . ثانيًا والأهم مواليد الخارج المطلوب منكم لتوثيق مولدوكم -بارك الله فيه- بعد اتمام الاجراءات هناك والحصول على شهادة ميلاد موثقة من الخارج يأتي أحد الأقارب (عم ،خال، جد، خالة... إلخ ) من العصب ويقوم بتسجيله بشهادتين ميلاد للوالدين فقط وتستخرج بعد ذلك من أي سجل مدني في خلال ١٠ أيام . وقد صورت لكم المطلوب من الصور النالنعلقة للحالات المختلفة . وأعانكم الله على هذه البلاء😇,قبل 7 سنوات,2026-06-29T22:21:31.528614+00:00
07b5156374221456,القاهرة,مكتب السجل المدني القاهرة,,5.0,التصريح الأمني لتركيا 🇹🇷✈️ • أقل من 18 سنة أو أكبر من 40 سنة مش محتاج تصريح أمني. • الفئة من 18 لـ 40 سنة لازم تصريح، والأوراق المطلوبة: 1. جواز سفر أصلي + صورة. 2. الفيزا + صورة منها. 3. إثبات عمل (كارنيه نقابة / HR Letter / برنت تأمينات). 4. صورة بطاقة الأب أو شهادة وفاة أو أي مستند رسمي يوضح تاريخ الميلاد والرقم القومي. 🕗 مواعيد التقديم: من الساعة 8 صباحًا لـ 5 مساءً.,قبل 9 أشهر,2026-06-29T22:21:31.603892+00:00
5053bb805a0ca76a,القاهرة,مكتب السجل المدني القاهرة,,5.0,ممتاز في كل حاجة انت عايزها A_Z,قبل 4 أشهر,2026-06-29T22:21:31.617168+00:00
515916134b293a66,القاهرة,مكتب السجل المدني القاهرة,,5.0,موظفين رائعين ملتزمين بالنظام والقانون,قبل شهر,2026-06-29T22:21:31.627534+00:00
ac1e58eadd3a799b,القاهرة,مكتب السجل المدني القاهرة,,5.0,خدمة متميزة ومتطورة لقضاء المصالح الحكومية وبسرعة وانجاز,قبل سنتين,2026-06-29T22:21:31.642725+00:00
223ea264f1851ed9,القاهرة,مكتب السجل المدني القاهرة,,5.0,مفيش غلطه و احسن حاجه ان في فتره مسائيه,قبل شهر,2026-06-29T22:21:31.642725+00:00
492268ad876936e6,القاهرة,مكتب السجل المدني القاهرة,,3.0,مفيش مكان للركنه لو جيت متأخر,قبل شهر,2026-06-29T22:21:31.664634+00:00
07deaae029aed27f,القاهرة,مكتب السجل المدني القاهرة,,4.0,العدد الموظفين اقل من عدد الشبابيك وبالتالي التأخير في تقديم الخدمات,قبل 3 أشهر,2026-06-29T22:21:31.674521+00:00
fdcc9f7f321aee88,القاهرة,مكتب السجل المدني القاهرة,,4.0,خدمة جيدة ومنظمة بإستخدام الكمبيوتر..لايوجد ازدحام لان اليوم هو السبت,قبل 3 سنوات,2026-06-29T22:21:31.690535+00:00
509301f723205f7e,القاهرة,مكتب السجل المدني القاهرة,,,مكان قمة الزبالة فى المعاملة غالى والخدمة سيئة للغاية مكان الاستلام البطاقة المستعجلة مغلق وتستغرق اكتر من ستة ساعات ودي ال vip,قبل سنة,2026-06-29T22:21:31.706563+00:00
cecbdcd0a55f4852,القاهرة,مكتب السجل المدني القاهرة,,,زحمه جدا جدا موظفين زي الزفت ممكن تفضل تكلم زمليتها عن الطبيخ وتسيبك واقف ع الشباك حصلت في التصحيح والقيد تدفع كذا حاجه وتستلم من مكان تالت,قبل 6 أشهر,2026-06-29T22:21:31.706563+00:00
be90d13df912d0a8,القاهرة,مكتب السجل المدني القاهرة,,5.0,انجاز سريع وموظفين راقيين متعاونين في التعامل,قبل 6 أشهر,2026-06-29T22:21:31.722256+00:00
690bef1433aa7530,القاهرة,مكتب السجل المدني القاهرة,,5.0,سجل نموذجي وموظفين متعاونين واحترام,قبل 6 أشهر,2026-06-29T22:22:02.937388+00:00
622fcfbe6ee81dbc,القاهرة,مكتب السجل المدني القاهرة,,5.0,تحيا مصر,قبل 4 أشهر,2026-06-29T22:22:02.937388+00:00
1da62bcb6b9494bf,القاهرة,مكتب السجل المدني القاهرة,,5.0,فوجئت بأن الخدمة اصبحت علي درجة عاليه من الرقى وكأني في بنك من البنوك.,قبل 3 سنوات,2026-06-29T22:22:02.953192+00:00
0c80f03e3a493fe5,القاهرة,مكتب السجل المدني القاهرة,,3.0,يحتاج إلى شيئ من التنظيم أكثر والمعامله تكون افضل لأنهم هما مش وحشين قوى وكذلك ليس كويسين قوى,قبل 4 سنوات,2026-06-29T22:22:02.968961+00:00
a9d3fd09ccd9b596,القاهرة,مكتب السجل المدني القاهرة,,5.0,موظفين محترمين جدا جدا وبشگل مشرف لمنطقة بولاق ابو العلا ووزارة الداخلية المحترمة 🙏🙏👍👍 …,قبل سنتين,2026-06-29T22:22:02.968961+00:00
e293b77199ba8d13,القاهرة,مكتب السجل المدني القاهرة,,,ممتاذ ونظافه جميله وحسن استقبال وحل جميع العقابات,قبل 4 سنوات,2026-06-29T22:22:02.985021+00:00
b651016594a3c714,القاهرة,مكتب السجل المدني القاهرة,,5.0,ممتازه جدا وعلي العموم اعلي مستوي,قبل سنتين,2026-06-29T22:22:02.997186+00:00
09fae7715a14bb06,القاهرة,مكتب السجل المدني القاهرة,,5.0,موظفين فى منتهى الإحترام سرعة ودقة فى الأداء امين السجل راجل خدوووم جدااا,قبل 5 سنوات,2026-06-29T22:22:03.007166+00:00
2cc9034915ba4a42,القاهرة,مكتب السجل المدني القاهرة,,5.0,منظم وناس محترمه جدا في التعامل مع المواطنين,قبل 4 سنوات,2026-06-29T22:22:03.016673+00:00
7facaf6c1c737f4f,القاهرة,مكتب السجل المدني القاهرة,,5.0,المكان منظم و العدد قليل,قبل سنة,2026-06-29T22:22:03.016673+00:00
720a51812bf36468,القاهرة,مكتب السجل المدني القاهرة,,,المكان ممتاز والخدمات ممتازه,قبل 4 سنوات,2026-06-29T22:22:03.032521+00:00
8536808fc492e7f7,القاهرة,مكتب السجل المدني القاهرة,,5.0,مكان محترم وخدمة سريعة,قبل 5 سنوات,2026-06-29T22:22:03.048415+00:00
a95a3466c5b546e6,القاهرة,مكتب السجل المدني القاهرة,,5.0,معامله فوق فوق الممتازه,قبل 5 سنوات,2026-06-29T22:22:03.048415+00:00
5de27eef6151cdd1,القاهرة,مكتب السجل المدني القاهرة,,,اسوء خدمة حكومية في العالم,قبل سنتين,2026-06-29T22:22:03.064138+00:00
0577057d392c8410,القاهرة,مكتب السجل المدني القاهرة,,5.0,خدمة مميزة جدا,قبل 3 سنوات,2026-06-29T22:22:03.082960+00:00
f641b338157a1119,القاهرة,مكتب السجل المدني القاهرة,,5.0,ناس محترمه ومتعاونه,قبل 3 سنوات,2026-06-29T22:22:03.097041+00:00
e219dad167457c1f,القاهرة,مكتب السجل المدني القاهرة,,,معمله زفت,قبل 4 سنوات,2026-06-29T22:22:03.097041+00:00
3a1ce5c7c854ddd6,القاهرة,مكتب السجل المدني القاهرة,,5.0,خدمة ممتازة,قبل 3 سنوات,2026-06-29T22:22:03.111838+00:00
6956fe2d977b5514,القاهرة,مكتب السجل المدني القاهرة,,5.0,ممتاز جدا,قبل 3 سنوات,2026-06-29T22:22:03.127923+00:00
c654e77847034137,القاهرة,مكتب السجل المدني القاهرة,,3.0,معقول و بيعطل كتير,قبل 9 سنوات,2026-06-29T22:22:03.127923+00:00
642e07971f8e7d75,القاهرة,مكتب السجل المدني القاهرة,,5.0,جيد جدا,قبل 6 سنوات,2026-06-29T22:22:03.149299+00:00
dafee5a0c9d4e67d,القاهرة,مكتب السجل المدني القاهرة,,5.0,احسان خدم,تاريخ التعديل: قبل 3 سنوات,2026-06-29T22:22:03.159354+00:00
fbd12446250b0a31,القاهرة,مكتب السجل المدني القاهرة,,5.0,الله يبارك فيكم,قبل 5 سنوات,2026-06-29T22:22:03.163364+00:00
2a5917f4bd8a9c24,القاهرة,مكتب السجل المدني القاهرة,,5.0,ممتاز,قبل 5 سنوات,2026-06-29T22:22:03.175081+00:00
c5fc60cb010ea3e7,القاهرة,مكتب السجل المدني القاهرة,,2.0,مازويول,قبل 9 سنوات,2026-06-29T22:22:03.189997+00:00
37485eae3376dad8,القاهرة,مكتب السجل المدني القاهرة,,5.0,,قبل شهر,2026-06-29T22:22:04.205286+00:00
39d7ca0897269cc0,القاهرة,مكتب السجل المدني القاهرة,,4.0,,قبل 5 أشهر,2026-06-29T22:22:05.222718+00:00
0030749675a162d9,القاهرة,مكتب السجل المدني القاهرة,,5.0,,قبل سنة,2026-06-29T22:22:06.258455+00:00
78030351bebb0d96,القاهرة,مكتب السجل المدني القاهرة,,4.0,,قبل سنة,2026-06-29T22:22:07.288278+00:00
f9a303a4590ad2aa,القاهرة,مكتب السجل المدني القاهرة,,5.0,,قبل سنة,2026-06-29T22:22:09.333488+00:00
3bee1f5493b4dbbe,القاهرة,مكتب السجل المدني القاهرة,,5.0,,قبل سنتين,2026-06-29T22:22:10.352861+00:00
a8153d6d82ca5ae9,القاهرة,مكتب السجل المدني القاهرة,,4.0,,قبل سنتين,2026-06-29T22:22:11.379576+00:00
597559a608f6fa2a,القاهرة,مكتب السجل المدني القاهرة,,5.0,,قبل 3 سنوات,2026-06-29T22:22:12.412047+00:00
34ead369acb6f66b,القاهرة,مكتب السجل المدني القاهرة,,5.0,,قبل 4 سنوات,2026-06-29T22:22:13.431273+00:00
4fb4edcb24aa8026,القاهرة,مكتب السجل المدني القاهرة,,5.0,,قبل 4 سنوات,2026-06-29T22:22:14.462201+00:00
0dae3a794f999531,القاهرة,مكتب السجل المدني القاهرة,,4.0,,قبل 4 سنوات,2026-06-29T22:22:15.485033+00:00
53b5aee9db10fed8,القاهرة,مكتب السجل المدني القاهرة,,3.0,,قبل 4 سنوات,2026-06-29T22:22:16.507254+00:00
812c726acb588429,القاهرة,مكتب السجل المدني القاهرة,,5.0,,قبل 4 سنوات,2026-06-29T22:22:17.530544+00:00
c562bc3233f594de,القاهرة,مكتب السجل المدني القاهرة,,5.0,,قبل 4 سنوات,2026-06-29T22:22:18.554144+00:00
1db06855d2172d55,القاهرة,مكتب السجل المدني القاهرة,,,ازبل سجل مدني وفي موظفات قليله الادب وبتقل ادبها عل المواطنين,قبل 5 أشهر,2026-06-29T22:22:49.068727+00:00
9a63e0ef0e4020f7,القاهرة,مكتب السجل المدني القاهرة,,,يعنى الموظفه كانت قمه فى قلة الزوق والتعامل اسوء حاجه الصراحه ومردتش تطلعلى شهادة ميلاد مع ان اخويا مطلعها من نفس المكان بحجة ان مفيش موظفين دلوقتى غير اتنين بس وسعتها كان فيه وانا اصلا ريحه يوم السبت وبدرى اول مفتحو ومكنش فى السجل كله غير اتنين بس لسه واتسببوا فى انا ريت اروح مكان تانى وتأخرت على شغلى مع ان ديه مشكلتهم هما والمفروض يكون فى تنبيه بأن الأماكن اتغيرت وخسااره النجمه حتى اللى حطتها بس عشان التعليق,قبل سنة,2026-06-29T22:22:49.164996+00:00
9cf7a43fe862e053,القاهرة,مكتب السجل المدني القاهرة,,4.0,ممم هيييه أربع نجوم..أظن تقدُّم إلى حد معيّن بس..لإن شهادة للَّه كانوا أسوأ من كدة فى السجل المدنى بالذات..يالا كويس الحمد للَّه إن الدنيا بقت أفضل!,قبل 5 سنوات,2026-06-29T22:22:49.191428+00:00
ad05db0f164a3e2f,القاهرة,مكتب السجل المدني القاهرة,,5.0,السلام عليكم ورحمة الله وبركاته لدي طفل يبلغ من العمر 8 ايام واريد تغير الاسم لاسم اخر ما هي الاوراق المطلوبه,قبل سنة,2026-06-29T22:22:49.215166+00:00
36e735be71788503,القاهرة,مكتب السجل المدني القاهرة,,4.0,خدمة ممتازة بس المكان ضيق جدا جدا ..... المكان محتاج شوية اهتمام من الجهات المختصة لتوفير إمكان انتظار تتلائم مع قيمة الشرطه المصرية الحريصة علي خدمه و امان مصالح الشعب المصرى .....,قبل 5 سنوات,2026-06-29T22:22:49.237312+00:00
783dd596a7ff1e05,القاهرة,مكتب السجل المدني القاهرة,,5.0,المكان منظم وموظفين محترمين بس ليه مفيش فيش سريع في نفس اليوم,قبل 3 سنوات,2026-06-29T22:22:49.257708+00:00
bb1248742e09451b,القاهرة,مكتب السجل المدني القاهرة,,,زى الزفت والموظفات إللى هناك مش عايزين يشتغلوا وفى موظفة هناك بتقولى قدم الطلب وتعالى بعد اسبوع أو عشر ايام كانت بتفسحنى ورحت مكتب سجل مدنى فى الساحل وأصولهما الاجرائات وأنا واقف,قبل 5 سنوات,2026-06-29T22:22:49.278421+00:00
941d99aada89b948,القاهرة,مكتب السجل المدني القاهرة,,5.0,رااااااااااااااائع و راااااااااااااااااايق أى حد عايز يعمل أى حاجه فى السجل المدني يروح قسم شبرا باقى الأقسام الزحمة فيها بشعة و عن تجربة,قبل 5 سنوات,2026-06-29T22:22:49.299497+00:00
9cb072a1a57660fd,القاهرة,مكتب السجل المدني القاهرة,,3.0,التنظيم مش احسن حاجة لاكن خدمة جيدة,قبل سنتين,2026-06-29T22:22:49.320768+00:00
df5c4baef1627e5a,القاهرة,مكتب السجل المدني القاهرة,,5.0,احسن سجل مدني واللي حابب يعمل حاجه هناك منظمين جدا والدنيا سريعه,قبل 4 سنوات,2026-06-29T22:22:49.340781+00:00
74dd5812bc98c017,القاهرة,مكتب السجل المدني القاهرة,,5.0,اول مكان حكومي يبقى هادي و ماشي بنظام ، كنت بطلع فيش,قبل 4 سنوات,2026-06-29T22:22:49.365434+00:00
fc2d6475b45696a4,القاهرة,مكتب السجل المدني القاهرة,,5.0,موظفين محترمين بيبذلو أقصى مافى وسعهم لخدمة الجمهور,قبل 5 سنوات,2026-06-29T22:22:49.386459+00:00
ff21c7250cffa98b,القاهرة,مكتب السجل المدني القاهرة,,,من مستشفي شبرا العام الي قسم شبرا مصر محتاج تحديث لاني توهني في اماكن مختلفه كتير,قبل 3 سنوات,2026-06-29T22:22:49.409332+00:00
2993d06ea88ddba2,القاهرة,مكتب السجل المدني القاهرة,,4.0,تنظيم جيد عند ستخراج الفيش الجنائى,قبل 5 سنوات,2026-06-29T22:22:49.432981+00:00
89257f51ec9f40cd,القاهرة,مكتب السجل المدني القاهرة,,5.0,جيد يعمل السبت من كل اسبوع,تاريخ التعديل: قبل سنة,2026-06-29T22:22:49.455200+00:00
1dd095c66b69ead1,القاهرة,مكتب السجل المدني القاهرة,,,المواعيد من ٨صباحا الى ٢ ونصف و ليس من ٨ إلى ٥,قبل 3 سنوات,2026-06-29T22:22:49.476246+00:00
fcc5d8cbb3e65f58,القاهرة,مكتب السجل المدني القاهرة,,,معامله سيئه للغايه و زحمه جدا,قبل 3 سنوات,2026-06-29T22:22:49.497673+00:00
18db538ef8eae013,القاهرة,مكتب السجل المدني القاهرة,,3.0,يتم عمل فيش مميكن فى قسم شبرا اول شارع الترعة البولاقية,قبل 4 سنوات,2026-06-29T22:22:49.518553+00:00
680aba7c0b689bc1,القاهرة,مكتب السجل المدني القاهرة,,5.0,سجب مدني محترم وبينجز ف الوقت,قبل 8 سنوات,2026-06-29T22:22:49.538868+00:00
863418fe53a38c28,القاهرة,مكتب السجل المدني القاهرة,,,الموظفين اجازه يوم الاحد ليه,قبل سنتين,2026-06-29T22:22:49.562545+00:00
bcdf8d58fcbb1f5e,القاهرة,مكتب السجل المدني القاهرة,,5.0,كويس جدا ومش زحمه,قبل 5 سنوات,2026-06-29T22:22:49.582008+00:00
91c374353944c826,القاهرة,مكتب السجل المدني القاهرة,,5.0,مكان جميل وموظفين محترمين,قبل 3 سنوات,2026-06-29T22:22:49.603316+00:00
76fa2a0f0596be43,القاهرة,مكتب السجل المدني القاهرة,,5.0,حلو و مش زحمه,تاريخ التعديل: قبل 5 سنوات,2026-06-29T22:22:49.622476+00:00
f702945da82c539a,القاهرة,مكتب السجل المدني القاهرة,,5.0,تمام جهه حكوميه محترمه وسريعه,قبل 5 سنوات,2026-06-29T22:22:49.643335+00:00
fcec0f7cd341a0a6,القاهرة,مكتب السجل المدني القاهرة,,,بالخانق وذحمه ومفيش نظام,قبل 5 سنوات,2026-06-29T22:22:49.663798+00:00
47a3aae25cac320e,القاهرة,مكتب السجل المدني القاهرة,,2.0,عشوائية حتي بعد التطوير و بعد كورونا,قبل 5 سنوات,2026-06-29T22:22:49.683965+00:00
cae746aa6aeb397d,القاهرة,مكتب السجل المدني القاهرة,,4.0,المكان مساحتة صغيرة الى حد ما,قبل 5 سنوات,2026-06-29T22:22:49.703695+00:00
500822468b0de816,القاهرة,مكتب السجل المدني القاهرة,,5.0,خدمة فوق الممتازة,قبل 5 سنوات,2026-06-29T22:22:49.728755+00:00
1cbaac89e6bfac8f,القاهرة,مكتب السجل المدني القاهرة,,5.0,منظم عن سجل الساحل,قبل 3 سنوات,2026-06-29T22:22:49.753064+00:00
3f991aab89541a5f,القاهرة,مكتب السجل المدني القاهرة,,5.0,منظمين و بينجزوا ف الوقت,قبل 6 سنوات,2026-06-29T22:22:49.774174+00:00
357cff8147b04801,القاهرة,مكتب السجل المدني القاهرة,,5.0,خدمه ممتازه,قبل 5 سنوات,2026-06-29T22:22:49.793837+00:00
6fb53009397ee147,القاهرة,مكتب السجل المدني القاهرة,,5.0,نظام عام جيد,قبل 6 سنوات,2026-06-29T22:22:49.814219+00:00
e786e73e9ddcc61b,القاهرة,مكتب السجل المدني القاهرة,,5.0,نظيف جدا وكويس,قبل 5 سنوات,2026-06-29T22:22:49.836583+00:00
59d5bcfb65d557d9,القاهرة,مكتب السجل المدني القاهرة,,4.0,مكان نظيف ومنظم,قبل 5 سنوات,2026-06-29T22:22:49.858929+00:00
2ccf047dc4e3a0c8,القاهرة,مكتب السجل المدني القاهرة,,3.0,خدمة جيدة,قبل 4 سنوات,2026-06-29T22:22:49.881662+00:00
d04a04c23210b55e,القاهرة,مكتب السجل المدني القاهرة,,3.0,وقت محدد فقط,قبل 4 سنوات,2026-06-29T22:22:49.904931+00:00
ceb934e0492a44a8,القاهرة,مكتب السجل المدني القاهرة,,,زحمة جدا جدا,قبل 4 سنوات,2026-06-29T22:22:49.927327+00:00
121031b61feee6cb,القاهرة,مكتب السجل المدني القاهرة,,3.0,مقبول,قبل سنتين,2026-06-29T22:22:49.950400+00:00
9e524ad1a1b0bcfb,القاهرة,مكتب السجل المدني القاهرة,,2.0,جيد,قبل 4 سنوات,2026-06-29T22:22:49.973251+00:00
e082fae310755b49,القاهرة,مكتب السجل المدني القاهرة,,5.0,ممتازة,قبل 5 سنوات,2026-06-29T22:22:49.992611+00:00
